Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,14,380.5,0.01,0.03,0.0,0.0,2,2,2,1,1,1,0,0
0,0.0,0,0.0,52,2086.24,0.02,0.02,0.0,0.0,2,2,2,7,1,1,0,0
0,0.0,0,0.0,8,388.0,0.02,0.06,0.0,0.0,2,3,2,1,4,1,1,0
2,18.0,0,0.0,5,298.0,0.0,0.03,0.0,0.8,2,2,2,8,4,1,0,0
0,0.0,0,0.0,7,63.0,0.03,0.07,0.0,0.6,2,2,2,1,3,1,0,0
0,0.0,0,0.0,9,482.0,0.0,0.02,0.0,0.0,2,2,5,1,6,1,0,0
1,9.0,0,0.0,46,4084.39,0.0,0.0,0.0,0.0,2,2,2,8,4,1,0,0
0,0.0,0,0.0,3,22.0,0.0,0.07,0.0,0.6,2,1,1,3,2,1,0,0
0,0.0,0,0.0,15,310.17,0.0,0.01,0.0,0.0,2,1,1,4,4,1,0,0
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,2,3,2,2,3,1,0,0
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,2,4,1,1,3,1,0,0
0,0.0,0,0.0,22,622.25,0.0,0.01,0.0,0.2,2,2,5,1,4,1,0,0
0,0.0,0,0.0,14,222.4,0.02,0.06,0.0,0.0,2,1,1,1,2,1,0,0
0,0.0,0,0.0,3,80.0,0.07,0.13,0.0,0.2,2,3,2,1,3,1,0,0
0,0.0,0,0.0,11,800.83,0.0,0.0,0.0,0.0,2,3,2,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,2,3,2,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,3,4,1,1,0
0,0.0,0,0.0,12,265.17,0.01,0.03,0.0,0.2,2,3,2,1,3,1,0,0
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,2,2,4,4,2,1,1,0
0,0.0,0,0.0,4,160.0,0.0,0.08,0.0,0.0,2,4,2,2,3,1,0,0
0,0.0,0,0.0,4,135.67,0.05,0.02,0.0,0.4,2,3,3,1,4,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,2,4,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,3,2,3,3,1,0,0
4,56.0,2,120.0,36,998.74,0.0,0.01,19.45,0.2,2,2,2,4,1,1,0,0
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,2,2,6,6,3,1,0,0
2,16.0,0,0.0,16,381.69,0.01,0.05,0.0,0.6,2,2,4,2,1,1,0,0
0,0.0,0,0.0,6,169.0,0.0,0.02,0.0,0.4,2,1,1,3,3,1,0,0
0,0.0,0,0.0,8,400.8,0.05,0.12,0.0,0.0,2,1,1,1,3,1,0,0
12,279.42,0,0.0,42,1553.58,0.01,0.02,38.31,0.0,2,1,1,3,2,1,0,0
0,0.0,0,0.0,14,706.5,0.0,0.01,0.0,0.0,2,2,2,5,4,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,4,3,1,0,0
3,87.83,0,0.0,27,798.33,0.0,0.01,22.92,0.8,2,2,2,3,1,1,0,1
4,44.0,0,0.0,90,6951.97,0.0,0.02,0.0,0.0,2,4,1,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,2,5,1,1,0,0
0,0.0,0,0.0,18,902.0,0.0,0.01,0.0,0.0,2,2,7,2,4,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,3,2,3,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,6,1,2,1,0,0
0,0.0,0,0.0,20,197.38,0.02,0.05,0.0,0.0,2,2,6,6,1,1,0,0
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,2,2,2,3,3,1,0,0
0,0.0,0,0.0,8,426.67,0.0,0.01,0.0,0.0,2,2,4,3,2,1,0,0
0,0.0,0,0.0,3,135.0,0.0,0.07,0.0,0.0,2,2,4,3,3,1,0,0
0,0.0,0,0.0,16,588.33,0.0,0.02,0.0,0.0,2,2,4,1,1,1,0,0
10,1005.67,0,0.0,36,2111.34,0.0,0.01,11.44,0.0,2,2,6,1,2,1,0,1
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,2,3,2,3,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,2,1,1,1,3,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,2,1,1,1,3,1,0,0
0,0.0,0,0.0,7,208.0,0.0,0.03,0.0,0.0,2,4,1,1,5,1,1,0
0,0.0,0,0.0,4,270.0,0.0,0.02,0.0,0.8,2,1,1,1,3,1,0,0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,2,1,3,1,0,0
0,0.0,0,0.0,12,375.0,0.02,0.06,0.0,0.0,2,3,2,4,1,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,2,2,2,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,3,1,0,0
0,0.0,0,0.0,7,150.0,0.06,0.09,0.0,0.0,2,2,2,2,1,1,0,0
0,0.0,0,0.0,3,138.0,0.0,0.07,0.0,0.0,2,1,1,1,3,1,0,0
0,0.0,0,0.0,7,337.5,0.03,0.02,0.0,0.4,2,4,1,3,3,1,0,0
0,0.0,0,0.0,19,620.03,0.0,0.01,0.0,0.0,2,1,1,4,2,1,0,0
2,36.0,0,0.0,15,168.85,0.0,0.01,0.0,0.4,2,1,1,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,2,1,1,0
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,2,1,1,1,3,1,0,0
0,0.0,0,0.0,13,649.25,0.0,0.02,0.0,0.0,2,2,2,1,5,0,0,0
0,0.0,0,0.0,27,925.33,0.0,0.03,0.0,0.6,2,4,1,3,3,1,0,0
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,2,1,1,1,3,1,0,0
0,0.0,0,0.0,6,1566.5,0.05,0.07,0.0,0.2,2,1,1,1,3,1,0,0
0,0.0,0,0.0,4,105.0,0.0,0.02,0.0,0.6,2,1,1,1,4,1,0,0
0,0.0,1,0.0,7,50.0,0.04,0.08,0.0,0.6,2,2,4,1,7,1,0,0
0,0.0,0,0.0,16,644.2,0.0,0.03,0.0,0.0,2,3,2,3,4,1,0,0
3,18.33,0,0.0,38,2635.18,0.0,0.01,0.0,0.4,2,2,4,1,2,1,0,0
4,61.0,0,0.0,19,607.0,0.0,0.03,17.54,1.0,2,1,1,7,4,1,1,1
0,0.0,0,0.0,6,415.0,0.0,0.03,0.0,0.4,2,1,1,3,2,1,0,0
2,31.0,1,16.0,36,2083.53,0.0,0.01,0.0,0.8,2,2,2,4,3,1,0,0
3,58.5,0,0.0,17,281.67,0.01,0.02,0.0,0.0,2,1,1,3,4,1,0,0
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,2,1,1,7,2,1,0,0
0,0.0,1,0.0,9,215.0,0.04,0.07,0.0,0.8,2,4,1,1,3,1,0,0
0,0.0,0,0.0,12,162.0,0.05,0.07,0.0,0.0,2,1,1,1,3,1,0,0
0,0.0,0,0.0,2,114.0,0.05,0.07,0.0,0.8,2,3,3,1,3,1,0,0
6,326.25,4,94.0,128,5062.21,0.0,0.02,0.0,0.0,2,2,5,1,3,1,0,0
0,0.0,0,0.0,4,253.0,0.0,0.02,0.0,0.6,2,2,2,3,3,1,0,0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,2,2,2,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,1,1,2,3,1,0,0
2,22.0,0,0.0,25,436.5,0.01,0.02,0.0,0.2,2,2,4,1,1,1,0,0
0,0.0,1,93.0,30,1045.83,0.01,0.04,0.0,0.2,2,1,1,1,3,1,0,0
0,0.0,0,0.0,12,317.83,0.0,0.01,0.0,0.0,2,1,1,1,4,1,1,0
0,0.0,0,0.0,21,1146.33,0.0,0.01,0.0,0.8,2,3,2,1,3,1,0,0
0,0.0,0,0.0,11,577.0,0.02,0.03,0.0,0.2,2,2,2,3,1,1,0,0
0,0.0,0,0.0,8,95.0,0.0,0.08,0.0,0.0,2,4,1,3,3,1,0,0
0,0.0,0,0.0,6,301.5,0.0,0.11,0.0,0.0,2,2,4,9,3,1,0,0
0,0.0,0,0.0,6,243.0,0.0,0.03,0.0,0.0,2,2,4,4,1,1,0,0
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,2,2,2,1,2,1,0,0
0,0.0,2,75.0,14,442.33,0.0,0.03,0.0,0.8,2,1,1,3,3,1,0,0
0,0.0,0,0.0,3,41.0,0.0,0.07,0.0,0.0,2,1,1,3,3,1,0,0
0,0.0,0,0.0,11,292.9,0.03,0.12,0.0,0.0,2,2,4,3,1,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,3,3,1,0,0
0,0.0,0,0.0,9,1238.33,0.0,0.04,0.0,0.4,2,2,2,1,3,1,0,0
0,0.0,0,0.0,10,225.47,0.0,0.05,0.0,0.4,2,1,1,8,3,1,0,0
4,462.0,0,0.0,51,1873.22,0.0,0.01,0.0,0.6,2,2,2,9,3,1,0,0
0,0.0,0,0.0,3,13.0,0.13,0.17,0.0,0.0,2,2,4,1,1,1,0,0
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,2,2,6,1,2,1,1,0
2,20.0,0,0.0,16,214.83,0.0,0.02,0.0,0.0,2,2,2,1,6,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,2,3,3,1,0,0
0,0.0,0,0.0,6,2017.17,0.0,0.01,0.0,0.8,2,2,2,4,3,1,0,0
6,111.5,0,0.0,26,449.03,0.0,0.02,0.0,0.6,2,1,1,3,3,1,0,0
0,0.0,0,0.0,6,158.17,0.0,0.03,0.0,0.0,2,3,2,4,2,1,0,0
0,0.0,0,0.0,9,303.67,0.01,0.05,0.0,0.0,2,2,4,5,2,1,0,0
0,0.0,0,0.0,3,25.0,0.0,0.07,0.0,0.0,2,2,4,1,5,1,0,0
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,2,2,2,1,4,1,0,0
4,103.62,0,0.0,14,1003.42,0.0,0.02,0.0,0.2,2,1,1,3,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,7,3,1,0,0
0,0.0,0,0.0,9,272.5,0.0,0.01,0.0,0.2,2,1,1,6,3,1,0,0
3,19.0,0,0.0,8,344.0,0.0,0.01,0.0,0.0,2,2,4,2,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,2,3,1,0,0
0,0.0,1,19.0,10,852.0,0.0,0.01,0.0,0.0,2,2,2,3,6,1,0,0
0,0.0,0,0.0,3,780.0,0.07,0.07,0.0,0.4,2,2,4,1,3,1,0,0
0,0.0,0,0.0,3,1038.0,0.0,0.03,0.0,0.0,2,2,2,1,1,1,0,0
0,0.0,0,0.0,4,573.0,0.0,0.05,0.0,0.0,2,2,2,3,3,1,0,0
0,0.0,0,0.0,28,1231.23,0.01,0.03,0.0,0.0,2,1,1,4,3,1,0,0
0,0.0,0,0.0,11,316.67,0.0,0.03,0.0,0.8,2,2,2,2,1,1,0,0
0,0.0,0,0.0,20,873.74,0.01,0.03,0.0,0.0,2,1,2,1,1,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,2,2,2,3,4,1,0,0
0,0.0,0,0.0,4,16.0,0.1,0.15,0.0,0.0,2,2,5,5,1,1,0,0
0,0.0,0,0.0,19,615.0,0.0,0.03,0.0,0.2,2,2,2,3,3,1,0,0
0,0.0,0,0.0,9,261.75,0.0,0.03,0.0,0.0,2,2,6,1,1,1,0,0
0,0.0,0,0.0,21,615.88,0.03,0.05,0.0,0.0,2,3,2,2,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,3,3,2,1,1,0
0,0.0,0,0.0,6,117.5,0.0,0.03,0.0,0.8,2,1,1,1,3,1,1,0
0,0.0,0,0.0,23,501.67,0.01,0.02,0.0,0.6,2,1,1,4,2,1,0,0
2,58.0,2,22.0,31,829.17,0.03,0.04,0.0,0.0,2,1,1,1,1,1,1,0
1,9.5,0,0.0,23,1223.0,0.02,0.01,0.0,0.0,2,1,1,1,2,1,1,0
0,0.0,0,0.0,6,467.0,0.0,0.02,0.0,0.4,2,1,1,3,3,1,0,0
0,0.0,0,0.0,23,737.17,0.01,0.01,0.0,0.6,2,2,2,1,3,1,0,0
0,0.0,0,0.0,12,129.0,0.0,0.03,0.0,0.0,2,1,1,3,2,1,0,0
0,0.0,0,0.0,5,63.0,0.0,0.04,0.0,0.0,2,2,2,1,3,1,0,0
0,0.0,0,0.0,5,125.0,0.09,0.17,0.0,0.0,2,2,2,1,3,1,0,0
0,0.0,0,0.0,11,684.33,0.02,0.06,0.0,0.0,2,2,4,6,1,1,0,0
0,0.0,0,0.0,20,665.47,0.0,0.01,0.0,0.8,2,3,2,7,4,1,1,0
1,0.0,0,0.0,15,487.5,0.0,0.02,0.0,0.8,2,1,1,2,4,1,1,0
0,0.0,0,0.0,17,437.17,0.01,0.03,0.0,0.0,2,2,4,1,3,1,0,0
0,0.0,0,0.0,3,55.0,0.07,0.1,0.0,0.6,2,1,1,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,1,1,1,2,1,1,0
5,41.3,0,0.0,24,446.93,0.0,0.01,0.0,1.0,2,2,2,8,1,1,1,0
3,87.0,0,0.0,10,320.5,0.0,0.02,0.0,0.0,2,1,1,2,3,1,0,0
0,0.0,0,0.0,7,666.0,0.0,0.01,0.0,0.0,2,1,1,6,2,1,0,0
1,0.0,0,0.0,21,405.71,0.01,0.05,0.0,0.0,2,1,1,1,4,1,0,0
0,0.0,0,0.0,6,163.25,0.03,0.03,0.0,0.6,2,1,1,6,2,1,0,0
0,0.0,0,0.0,17,284.25,0.0,0.01,0.0,0.0,2,3,2,6,2,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,4,2,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,1,1,1,0,0
0,0.0,0,0.0,8,260.0,0.01,0.02,0.0,0.8,2,3,2,1,3,1,1,0
0,0.0,16,1210.4,5,279.86,0.0,0.01,0.0,0.0,3,2,2,1,8,1,0,0
0,0.0,0,0.0,20,927.45,0.01,0.03,8.0,0.0,3,1,1,3,1,1,0,0
2,9.0,0,0.0,50,836.8,0.0,0.01,0.0,0.0,3,2,2,3,2,1,0,0
10,293.78,2,153.0,96,3283.17,0.0,0.01,0.0,0.0,3,3,2,6,2,1,1,0
9,111.5,1,48.5,49,1868.82,0.0,0.02,1.71,0.0,3,2,2,7,2,1,0,1
3,47.0,1,51.0,68,3008.12,0.01,0.02,46.53,0.0,3,2,2,1,1,1,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,1,1,1,3,1,0,0
3,1226.0,5,3.0,24,3230.25,0.04,0.1,0.0,0.0,3,2,2,1,2,1,0,0
3,52.0,0,0.0,9,319.0,0.0,0.02,0.0,0.0,3,1,1,1,1,1,0,0
0,0.0,0,0.0,3,42.0,0.0,0.07,0.0,0.0,3,2,2,3,1,1,0,0
0,0.0,0,0.0,22,354.33,0.01,0.06,0.0,0.0,3,1,1,7,2,1,1,0
0,0.0,0,0.0,98,3556.61,0.0,0.01,0.0,0.0,3,1,1,1,3,1,0,0
2,56.0,1,144.0,67,2563.78,0.0,0.01,19.34,0.0,3,2,2,4,2,0,0,1
3,112.96,0,0.0,13,3014.02,0.01,0.06,0.0,0.0,3,2,2,1,2,1,0,0
0,0.0,0,0.0,17,840.23,0.0,0.0,109.18,0.0,3,2,2,9,2,0,0,1
3,94.0,2,125.0,55,1970.84,0.0,0.0,96.26,0.0,3,2,4,1,2,0,1,1
1,32.0,0,0.0,50,2867.0,0.0,0.0,153.44,0.0,3,2,2,7,8,1,1,1
0,0.0,0,0.0,5,43.0,0.0,0.04,0.0,0.0,3,1,1,1,9,1,1,0
5,218.0,0,0.0,13,284.5,0.0,0.0,0.0,0.0,3,1,1,1,2,0,0,0
0,0.0,0,0.0,3,133.5,0.0,0.09,0.0,0.0,3,1,2,1,8,1,0,0
1,119.0,0,0.0,12,297.67,0.0,0.01,0.0,0.0,3,3,2,1,10,1,0,0
3,281.0,0,0.0,16,453.75,0.0,0.01,0.0,0.0,3,2,2,5,2,0,0,0
1,18.0,0,0.0,16,1331.75,0.0,0.01,33.8,0.0,3,2,5,2,3,0,0,1
2,40.0,0,0.0,5,558.5,0.0,0.03,0.0,0.0,3,2,2,7,2,0,1,0
3,107.0,0,0.0,4,145.83,0.0,0.02,0.0,0.0,3,3,2,7,1,0,0,0
0,0.0,0,0.0,8,731.0,0.0,0.04,0.0,0.0,3,2,4,1,3,1,0,0
2,49.0,1,127.0,4,188.0,0.03,0.04,0.0,0.0,3,3,2,3,2,1,0,0
0,0.0,0,0.0,14,565.33,0.04,0.05,0.0,0.0,3,2,6,3,1,1,0,0
0,0.0,0,0.0,2,50.0,0.0,0.05,0.0,0.0,3,3,2,8,11,1,0,0
4,57.0,0,0.0,7,591.0,0.01,0.03,0.0,0.0,3,1,2,6,6,1,1,0
2,2.0,3,261.0,10,281.0,0.0,0.04,0.0,0.0,3,2,2,1,2,1,0,0
2,123.0,2,306.33,18,483.83,0.0,0.02,0.0,0.0,3,2,2,4,1,1,0,0
2,118.0,0,0.0,4,42.0,0.0,0.07,0.0,0.0,3,1,2,7,3,1,0,0
0,0.0,0,0.0,35,1192.39,0.01,0.03,0.0,0.0,3,2,4,2,2,1,0,0
0,0.0,0,0.0,12,198.0,0.02,0.08,0.0,0.0,3,2,2,3,2,1,0,0
0,0.0,0,0.0,3,15.0,0.0,0.07,0.0,0.0,3,2,4,3,12,1,0,0
2,38.0,0,0.0,14,643.0,0.0,0.01,35.09,0.0,3,2,2,5,1,1,0,1
0,0.0,0,0.0,5,23.0,0.08,0.12,0.0,0.0,3,2,2,1,1,1,0,0
0,0.0,0,0.0,4,14.0,0.1,0.15,0.0,0.0,3,3,2,1,1,1,0,0
1,54.0,0,0.0,6,210.5,0.0,0.02,0.0,0.0,3,2,2,1,8,0,0,0
1,993.0,0,0.0,28,1529.3,0.0,0.01,0.0,0.0,3,3,2,4,2,1,0,0
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,3,2,2,3,11,1,1,0
5,74.25,2,84.0,37,1599.08,0.0,0.01,0.0,0.0,3,2,2,4,1,1,0,0
0,0.0,0,0.0,9,102.5,0.0,0.02,0.0,0.0,3,2,2,1,3,1,0,0
0,0.0,0,0.0,16,2337.0,0.0,0.01,17.76,0.0,3,2,2,1,1,1,0,1
0,0.0,0,0.0,19,1883.5,0.01,0.02,0.0,0.0,3,2,2,1,3,1,0,0
2,32.0,0,0.0,50,1245.3,0.0,0.02,7.15,0.0,3,2,2,7,9,1,1,0
6,666.83,0,0.0,22,1674.58,0.0,0.01,0.0,0.0,3,2,2,3,2,1,0,0
0,0.0,0,0.0,9,132.0,0.01,0.03,0.0,0.0,3,4,1,1,3,1,1,0
1,73.0,1,740.0,50,1434.26,0.0,0.02,22.03,0.0,3,2,2,3,2,1,1,0
2,154.0,0,0.0,18,367.25,0.01,0.04,0.0,0.0,3,3,2,2,1,1,1,0
3,49.33,5,303.25,7,148.5,0.0,0.01,0.0,0.0,3,3,2,2,2,1,0,0
3,118.5,0,0.0,29,1482.21,0.01,0.01,0.0,0.0,3,3,2,1,8,1,1,0
6,153.5,0,0.0,34,1048.49,0.01,0.03,0.0,0.0,3,2,6,1,1,1,1,0
0,0.0,0,0.0,9,478.0,0.0,0.01,0.0,0.0,3,3,2,2,3,1,1,0
0,0.0,0,0.0,16,980.25,0.0,0.04,0.0,0.0,3,2,2,4,3,1,0,0
8,72.25,1,21.5,51,1124.69,0.02,0.04,0.0,0.0,3,2,2,2,2,1,0,0
2,24.5,0,0.0,22,353.17,0.02,0.03,0.0,0.0,3,2,5,1,3,1,0,0
1,0.0,0,0.0,18,1489.08,0.02,0.05,0.0,0.0,3,2,2,8,1,1,0,0
0,0.0,1,1220.0,28,2389.33,0.02,0.03,0.0,0.0,3,2,2,1,3,1,1,0
0,0.0,0,0.0,7,753.0,0.0,0.01,0.0,0.0,3,2,10,1,2,1,0,0
0,0.0,0,0.0,31,688.17,0.0,0.02,0.0,0.0,3,4,1,1,3,1,0,0
0,0.0,0,0.0,14,811.0,0.02,0.04,0.0,0.0,3,2,2,8,1,1,0,0
1,22.0,0,0.0,9,415.25,0.03,0.05,0.0,0.0,3,3,3,1,1,1,0,0
16,155.63,0,0.0,32,908.01,0.0,0.02,4.37,0.0,3,2,2,3,2,1,0,1
1,21.33,1,235.0,71,2753.38,0.01,0.02,0.0,0.0,3,3,2,2,1,1,1,0
2,191.0,1,100.0,46,2452.58,0.01,0.02,0.0,0.0,3,3,2,9,3,1,1,0
0,0.0,0,0.0,18,5188.5,0.0,0.05,0.0,0.0,3,2,5,1,1,1,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,1,1,1,1,1,0,0
0,0.0,0,0.0,5,57.0,0.08,0.12,0.0,0.0,3,2,5,2,1,1,0,0
0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,3,2,2,5,1,1,1,0
4,96.5,0,0.0,19,1430.66,0.01,0.03,0.0,0.0,3,1,1,1,1,1,0,0
1,13.0,0,0.0,2,20.0,0.0,0.05,0.0,0.0,3,3,2,3,2,1,0,0
5,1388.75,0,0.0,4,1373.75,0.0,0.02,0.0,0.0,3,1,1,7,8,1,0,0
0,0.0,0,0.0,45,844.25,0.0,0.01,0.0,0.0,3,1,1,3,1,1,0,0
0,0.0,1,0.0,7,188.0,0.0,0.03,0.0,0.0,3,2,2,1,8,0,0,0
3,51.0,0,0.0,14,527.38,0.02,0.03,0.0,0.0,3,7,1,6,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,3,5,2,1,0,0
1,158.0,1,64.0,29,1916.76,0.01,0.02,8.77,0.0,3,2,2,3,2,1,1,1
0,0.0,0,0.0,9,116.33,0.0,0.07,0.0,0.0,3,2,2,1,1,1,0,0
0,0.0,0,0.0,30,397.0,0.0,0.02,0.0,0.0,3,2,2,7,2,1,0,0
0,0.0,0,0.0,63,5220.08,0.0,0.0,51.46,0.0,3,2,5,3,1,1,1,1
0,0.0,0,0.0,20,219.33,0.0,0.01,0.0,0.0,3,1,8,7,2,1,0,0
0,0.0,0,0.0,5,74.0,0.0,0.04,0.0,0.0,3,2,2,1,10,1,0,0
0,0.0,0,0.0,15,1559.6,0.0,0.03,0.0,0.0,3,2,4,1,1,1,0,0
0,0.0,0,0.0,6,236.5,0.0,0.02,0.0,0.0,3,1,1,1,3,1,1,0
1,10.0,0,0.0,14,348.67,0.04,0.05,0.0,0.0,3,3,2,1,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,5,1,1,1,0,0
1,28.0,1,47.0,13,224.5,0.0,0.01,0.0,0.0,3,1,1,1,8,0,0,0
4,27.0,0,0.0,42,601.77,0.0,0.0,0.0,0.0,3,2,5,3,3,1,0,0
0,0.0,0,0.0,5,75.5,0.02,0.01,0.0,0.0,3,1,1,2,9,1,1,0
0,0.0,0,0.0,2,153.0,0.0,0.05,0.0,0.0,3,2,5,6,1,1,0,0
4,15.0,0,0.0,10,197.2,0.0,0.02,38.99,0.0,3,1,1,1,3,1,1,1
